nb_nodes,seed,algo,time
170,0,tabu,8265.21
170,1,tabu,6958.37
170,2,tabu,7615.01
170,3,tabu,8892.98
170,4,tabu,7524.27
170,5,tabu,8094.33
170,6,tabu,8015.74
170,7,tabu,9762.39
170,8,tabu,8082.58
170,9,tabu,7909.67
171,0,tabu,7917.79
171,1,tabu,7689.17
171,2,tabu,7361.41
171,3,tabu,9086.39
171,4,tabu,8041.13
171,5,tabu,15085.7
171,6,tabu,7831.65
171,7,tabu,7706.79
171,8,tabu,7920.38
171,9,tabu,12772.3
172,0,tabu,7599.62
172,1,tabu,7992.9
172,2,tabu,10092.7
172,3,tabu,8446.64
172,4,tabu,7562.3
172,5,tabu,7584.74
172,6,tabu,7422.27
172,7,tabu,11152.7
172,8,tabu,8275.14
172,9,tabu,9853.82
173,0,tabu,7696.39
173,1,tabu,7897.17
173,2,tabu,8217.86
173,3,tabu,8002.45
173,4,tabu,15901.9
173,5,tabu,7475.24
173,6,tabu,9567.98
173,7,tabu,12927.5
173,8,tabu,8047.98
173,9,tabu,7194.28
174,0,tabu,9352.08
174,1,tabu,15250.5
174,2,tabu,8208.28
174,3,tabu,7773.02
174,4,tabu,9714.72
174,5,tabu,7824.07
174,6,tabu,7969.05
174,7,tabu,7550.14
174,8,tabu,8219.22
174,9,tabu,8031.73
175,0,tabu,7491.13
175,1,tabu,8005.32
175,2,tabu,7893.07
175,3,tabu,8103.03
175,4,tabu,7996.73
175,5,tabu,9181.1
175,6,tabu,8066.54
175,7,tabu,14489.9
175,8,tabu,10496.7
175,9,tabu,7507.03
176,0,tabu,8301.96
176,1,tabu,8142.24
176,2,tabu,8797.97
176,3,tabu,8524.83
176,4,tabu,9481.31
176,5,tabu,8219.37
176,6,tabu,10389.3
176,7,tabu,15702.5
176,8,tabu,12535.1
176,9,tabu,8734.96
177,0,tabu,7945.33
177,1,tabu,7954.54
177,2,tabu,8366.0
177,3,tabu,8283.89
177,4,tabu,8544.36
177,5,tabu,8523.87
177,6,tabu,8483.89
177,7,tabu,21954.6
177,8,tabu,10156.1
177,9,tabu,8156.74
178,0,tabu,8436.55
178,1,tabu,8147.59
178,2,tabu,8355.33
178,3,tabu,8459.9
178,4,tabu,8096.15
178,5,tabu,8997.19
178,6,tabu,8404.92
178,7,tabu,8297.41
178,8,tabu,8039.56
178,9,tabu,8089.47
179,0,tabu,8276.5
179,1,tabu,8583.5
179,2,tabu,8254.85
179,3,tabu,8935.69
179,4,tabu,8581.55
179,5,tabu,8571.44
179,6,tabu,13179.2
179,7,tabu,8233.57
179,8,tabu,8496.3
179,9,tabu,9491.11
180,0,tabu,8510.04
180,1,tabu,8384.32
180,2,tabu,8856.99
180,3,tabu,8870.48
180,4,tabu,9136.85
180,5,tabu,8581.75
180,6,tabu,8487.71
180,7,tabu,18297.3
180,8,tabu,8634.4
180,9,tabu,8694.12
181,0,tabu,8328.96
181,1,tabu,8907.57
181,2,tabu,8256.36
181,3,tabu,16444.3
181,4,tabu,8680.95
181,5,tabu,8743.42
181,6,tabu,15114.6
181,7,tabu,8321.92
181,8,tabu,9408.37
181,9,tabu,8736.9
182,0,tabu,8067.58
182,1,tabu,14224.6
182,2,tabu,8817.31
182,3,tabu,15295.8
182,4,tabu,8942.17
182,5,tabu,10330.0
182,6,tabu,9149.45
182,7,tabu,8505.62
182,8,tabu,9076.15
182,9,tabu,10178.1
183,0,tabu,9007.6
183,1,tabu,8540.0
183,2,tabu,8964.98
183,3,tabu,8349.16
183,4,tabu,9465.91
183,5,tabu,9479.84
183,6,tabu,10611.9
183,7,tabu,9247.54
183,8,tabu,10293.1
183,9,tabu,8560.61
184,0,tabu,9184.06
184,1,tabu,9323.94
184,2,tabu,9462.57
184,3,tabu,9068.43
184,4,tabu,10733.9
184,5,tabu,8799.34
184,6,tabu,8840.97
184,7,tabu,8797.99
184,8,tabu,12004.5
184,9,tabu,10978.0
185,0,tabu,9084.86
185,1,tabu,9753.62
185,2,tabu,9103.28
185,3,tabu,8987.85
185,4,tabu,8849.79
185,5,tabu,9342.58
185,6,tabu,8957.26
185,7,tabu,12227.8
185,8,tabu,9015.38
185,9,tabu,8673.27
186,0,tabu,17410.3
186,1,tabu,9406.9
186,2,tabu,9430.45
186,3,tabu,8879.46
186,4,tabu,9329.33
186,5,tabu,9283.85
186,6,tabu,9321.67
186,7,tabu,9351.45
186,8,tabu,9487.15
186,9,tabu,9305.76
187,0,tabu,11524.8
187,1,tabu,9527.59
187,2,tabu,10147.1
187,3,tabu,14239.2
187,4,tabu,9262.6
187,5,tabu,14866.3
187,6,tabu,14806.1
187,7,tabu,9811.54
187,8,tabu,9243.48
187,9,tabu,16011.1
188,0,tabu,9096.92
188,1,tabu,9133.62
188,2,tabu,8725.15
188,3,tabu,9059.44
188,4,tabu,8708.55
188,5,tabu,9189.45
188,6,tabu,9077.24
188,7,tabu,9553.31
188,8,tabu,9396.14
188,9,tabu,9013.25
189,0,tabu,9190.99
189,1,tabu,12435.0
189,2,tabu,9162.66
189,3,tabu,9052.43
189,4,tabu,8964.56
189,5,tabu,9464.57
189,6,tabu,8767.26
189,7,tabu,9056.52
189,8,tabu,9738.12
189,9,tabu,9176.87
190,0,tabu,9120.57
190,1,tabu,9483.52
190,2,tabu,9174.35
190,3,tabu,10743.0
190,4,tabu,9153.05
190,5,tabu,9380.72
190,6,tabu,9257.29
190,7,tabu,9554.99
190,8,tabu,9794.66
190,9,tabu,13709.0
191,0,tabu,10767.2
191,1,tabu,9409.42
191,2,tabu,9430.91
191,3,tabu,9664.29
191,4,tabu,9705.84
191,5,tabu,9437.05
191,6,tabu,9554.41
191,7,tabu,9447.42
191,8,tabu,9259.78
191,9,tabu,11902.1
192,0,tabu,9369.84
192,1,tabu,9868.24
192,2,tabu,9580.42
192,3,tabu,9339.84
192,4,tabu,9440.69
192,5,tabu,10206.9
192,6,tabu,9530.47
192,7,tabu,9711.43
192,8,tabu,9357.43
192,9,tabu,9257.38
193,0,tabu,10266.9
193,1,tabu,9370.36
193,2,tabu,9783.56
193,3,tabu,9743.94
193,4,tabu,9267.13
193,5,tabu,9218.82
193,6,tabu,9354.13
193,7,tabu,9307.96
193,8,tabu,15252.9
193,9,tabu,9203.15
194,0,tabu,9482.37
194,1,tabu,9870.89
194,2,tabu,9544.79
194,3,tabu,9731.36
194,4,tabu,9696.57
194,5,tabu,9811.17
194,6,tabu,10298.8
194,7,tabu,9476.66
194,8,tabu,17511.7
194,9,tabu,17342.3
195,0,tabu,11578.9
195,1,tabu,9743.1
195,2,tabu,9953.99
195,3,tabu,9330.09
195,4,tabu,10132.6
195,5,tabu,10061.1
195,6,tabu,14804.6
195,7,tabu,9593.95
195,8,tabu,11505.3
195,9,tabu,9731.14
196,0,tabu,9980.28
196,1,tabu,9533.39
196,2,tabu,9566.17
196,3,tabu,10100.5
196,4,tabu,17372.5
196,5,tabu,10358.0
196,6,tabu,9967.25
196,7,tabu,10339.1
196,8,tabu,13520.8
196,9,tabu,14442.0
197,0,tabu,10300.0
197,1,tabu,10003.1
197,2,tabu,18349.1
197,3,tabu,10025.1
197,4,tabu,9413.13
197,5,tabu,10393.8
197,6,tabu,9309.51
197,7,tabu,10002.2
197,8,tabu,9953.83
197,9,tabu,10360.4
198,0,tabu,10328.0
198,1,tabu,11736.3
198,2,tabu,9514.1
198,3,tabu,10013.9
198,4,tabu,10313.6
198,5,tabu,10032.4
198,6,tabu,10402.0
198,7,tabu,10635.4
198,8,tabu,9876.48
198,9,tabu,11608.6
199,0,tabu,19352.9
199,1,tabu,10037.1
199,2,tabu,10542.3
199,3,tabu,11577.2
199,4,tabu,10467.0
199,5,tabu,10132.5
199,6,tabu,10694.2
199,7,tabu,10151.1
199,8,tabu,10821.5
199,9,tabu,10109.8
200,0,tabu,16554.7
200,1,tabu,10481.0
200,2,tabu,10211.8
200,3,tabu,10773.0
200,4,tabu,10294.0
200,5,tabu,10508.0
200,6,tabu,10335.1
200,7,tabu,10987.2
200,8,tabu,10293.1
200,9,tabu,10194.9
201,0,tabu,10023.8
201,1,tabu,19008.3
201,2,tabu,10338.2
201,3,tabu,10527.1
201,4,tabu,10730.4
201,5,tabu,10358.9
201,6,tabu,10621.9
201,7,tabu,17810.7
201,8,tabu,10235.6
201,9,tabu,19425.9
202,0,tabu,17901.8
202,1,tabu,11536.6
202,2,tabu,10910.9
202,3,tabu,10644.6
202,4,tabu,12146.8
202,5,tabu,11124.0
202,6,tabu,10639.5
202,7,tabu,10994.2
202,8,tabu,11117.8
202,9,tabu,10630.6
203,0,tabu,10425.9
203,1,tabu,10707.5
203,2,tabu,10659.6
203,3,tabu,10136.1
203,4,tabu,10758.0
203,5,tabu,10759.0
203,6,tabu,10476.0
203,7,tabu,10484.4
203,8,tabu,21479.1
203,9,tabu,27948.0
204,0,tabu,11218.5
204,1,tabu,12326.3
204,2,tabu,11571.7
204,3,tabu,11066.3
204,4,tabu,11513.3
204,5,tabu,14510.2
204,6,tabu,25300.7
204,7,tabu,10911.9
204,8,tabu,12778.2
204,9,tabu,10891.3
205,0,tabu,10691.1
205,1,tabu,19100.9
205,2,tabu,10653.7
205,3,tabu,11146.3
205,4,tabu,10656.1
205,5,tabu,10881.4
205,6,tabu,17179.6
205,7,tabu,12362.7
205,8,tabu,15745.5
205,9,tabu,20387.2
206,0,tabu,11320.8
206,1,tabu,11071.8
206,2,tabu,11284.8
206,3,tabu,10951.4
206,4,tabu,11248.2
206,5,tabu,12219.6
206,6,tabu,10487.7
206,7,tabu,12540.0
206,8,tabu,11738.8
206,9,tabu,10898.0
207,0,tabu,11046.8
207,1,tabu,11394.1
207,2,tabu,11072.2
207,3,tabu,11112.8
207,4,tabu,11630.2
207,5,tabu,11754.4
207,6,tabu,10849.9
207,7,tabu,11394.8
207,8,tabu,13940.1
207,9,tabu,11268.9
208,0,tabu,11701.9
208,1,tabu,11198.3
208,2,tabu,11317.5
208,3,tabu,11240.1
208,4,tabu,11519.9
208,5,tabu,11644.0
208,6,tabu,12690.9
208,7,tabu,10837.8
208,8,tabu,11726.6
208,9,tabu,11058.0
209,0,tabu,11148.8
209,1,tabu,10998.5
209,2,tabu,13997.4
209,3,tabu,21765.4
209,4,tabu,10928.5
209,5,tabu,15856.4
209,6,tabu,11788.8
209,7,tabu,12251.8
209,8,tabu,14887.6
209,9,tabu,11426.3
210,0,tabu,11299.5
210,1,tabu,11470.4
210,2,tabu,11475.1
210,3,tabu,18672.0
210,4,tabu,11495.7
210,5,tabu,11286.8
210,6,tabu,10923.4
210,7,tabu,12577.1
210,8,tabu,12077.6
210,9,tabu,11699.6
211,0,tabu,11491.9
211,1,tabu,11699.9
211,2,tabu,20092.8
211,3,tabu,11786.9
211,4,tabu,11553.8
211,5,tabu,11343.7
211,6,tabu,15157.6
211,7,tabu,11416.1
211,8,tabu,11850.0
211,9,tabu,22337.3
212,0,tabu,11839.1
212,1,tabu,11701.7
212,2,tabu,11782.3
212,3,tabu,11536.5
212,4,tabu,11419.1
212,5,tabu,11919.3
212,6,tabu,11778.4
212,7,tabu,11794.5
212,8,tabu,14230.7
212,9,tabu,11664.8
213,0,tabu,11927.1
213,1,tabu,10999.3
213,2,tabu,12290.7
213,3,tabu,11993.1
213,4,tabu,11801.7
213,5,tabu,12161.2
213,6,tabu,21718.8
213,7,tabu,11548.5
213,8,tabu,13731.0
213,9,tabu,11594.4
214,0,tabu,12212.2
214,1,tabu,35589.2
214,2,tabu,11661.7
214,3,tabu,13856.8
214,4,tabu,15049.4
214,5,tabu,11749.7
214,6,tabu,11859.7
214,7,tabu,11861.5
214,8,tabu,12369.4
214,9,tabu,12372.5
215,0,tabu,12737.0
215,1,tabu,11592.4
215,2,tabu,11757.7
215,3,tabu,12287.7
215,4,tabu,12792.1
215,5,tabu,12040.1
215,6,tabu,12210.8
215,7,tabu,11753.2
215,8,tabu,12062.6
215,9,tabu,12294.8
216,0,tabu,12567.7
216,1,tabu,12112.3
216,2,tabu,12147.2
216,3,tabu,11377.2
216,4,tabu,12098.2
216,5,tabu,11904.1
216,6,tabu,11761.3
216,7,tabu,12026.3
216,8,tabu,12478.7
216,9,tabu,13779.6
217,0,tabu,12145.3
217,1,tabu,11748.0
217,2,tabu,11316.9
217,3,tabu,13360.8
217,4,tabu,12378.5
217,5,tabu,16815.1
217,6,tabu,12411.2
217,7,tabu,12425.5
217,8,tabu,12922.3
217,9,tabu,11937.9
218,0,tabu,12066.2
218,1,tabu,12044.5
218,2,tabu,12326.7
218,3,tabu,12168.7
218,4,tabu,12485.6
218,5,tabu,14318.8
218,6,tabu,12427.5
218,7,tabu,12370.5
218,8,tabu,12154.4
218,9,tabu,11638.0
219,0,tabu,12277.4
219,1,tabu,12445.6
219,2,tabu,21943.4
219,3,tabu,11998.6
219,4,tabu,11904.3
219,5,tabu,12205.2
219,6,tabu,12394.9
219,7,tabu,15415.2
219,8,tabu,12841.3
219,9,tabu,14864.1
220,0,tabu,12604.6
220,1,tabu,12468.8
220,2,tabu,20508.1
220,3,tabu,12966.7
220,4,tabu,13011.8
220,5,tabu,12672.8
220,6,tabu,12182.3
220,7,tabu,12301.5
220,8,tabu,12631.3
220,9,tabu,12699.2
221,0,tabu,12844.9
221,1,tabu,12681.7
221,2,tabu,15939.0
221,3,tabu,12370.9
221,4,tabu,12474.4
221,5,tabu,15764.2
221,6,tabu,12400.0
221,7,tabu,25538.0
221,8,tabu,13628.1
221,9,tabu,12647.2
222,0,tabu,23089.2
222,1,tabu,13661.0
222,2,tabu,12274.3
222,3,tabu,12574.6
222,4,tabu,12698.9
222,5,tabu,12333.2
222,6,tabu,13050.1
222,7,tabu,13444.1
222,8,tabu,13403.4
222,9,tabu,12561.7
223,0,tabu,13400.6
223,1,tabu,13788.4
223,2,tabu,12404.1
223,3,tabu,12663.9
223,4,tabu,17672.8
223,5,tabu,12619.5
223,6,tabu,12785.7
223,7,tabu,13932.2
223,8,tabu,12593.8
223,9,tabu,12833.0
224,0,tabu,12787.2
224,1,tabu,12626.8
224,2,tabu,15481.3
224,3,tabu,13067.7
224,4,tabu,13006.6
224,5,tabu,12395.9
224,6,tabu,12981.0
224,7,tabu,12428.0
224,8,tabu,12647.1
224,9,tabu,12413.7
225,0,tabu,12099.5
225,1,tabu,12549.1
225,2,tabu,12293.4
225,3,tabu,13191.6
225,4,tabu,13273.2
225,5,tabu,12860.4
225,6,tabu,12933.3
225,7,tabu,12813.9
225,8,tabu,12937.5
225,9,tabu,12362.3
226,0,tabu,13257.5
226,1,tabu,13417.4
226,2,tabu,13335.8
226,3,tabu,13081.1
226,4,tabu,12901.6
226,5,tabu,12872.4
226,6,tabu,13432.8
226,7,tabu,15473.4
226,8,tabu,13320.5
226,9,tabu,13202.8
227,0,tabu,12753.0
227,1,tabu,12994.1
227,2,tabu,13250.6
227,3,tabu,12638.0
227,4,tabu,13034.8
227,5,tabu,17006.7
227,6,tabu,13138.4
227,7,tabu,13132.6
227,8,tabu,13907.6
227,9,tabu,12758.5
228,0,tabu,13648.6
228,1,tabu,12785.9
228,2,tabu,13189.8
228,3,tabu,13131.6
228,4,tabu,13012.3
228,5,tabu,13462.6
228,6,tabu,16697.0
228,7,tabu,13240.2
228,8,tabu,13212.7
228,9,tabu,12816.9
229,0,tabu,12838.9
229,1,tabu,15219.9
229,2,tabu,13632.6
229,3,tabu,13007.4
229,4,tabu,13221.2
229,5,tabu,13381.0
229,6,tabu,16170.3
229,7,tabu,12897.0
229,8,tabu,14945.0
229,9,tabu,12873.2
230,0,tabu,15047.5
230,1,tabu,13298.3
230,2,tabu,13541.1
230,3,tabu,13219.0
230,4,tabu,13234.7
230,5,tabu,13787.3
230,6,tabu,12865.6
230,7,tabu,16513.2
230,8,tabu,13637.8
230,9,tabu,13314.7
231,0,tabu,14129.9
231,1,tabu,13686.7
231,2,tabu,13357.7
231,3,tabu,14256.1
231,4,tabu,12816.6
231,5,tabu,14195.5
231,6,tabu,13277.5
231,7,tabu,13249.6
231,8,tabu,17633.5
231,9,tabu,12923.6
232,0,tabu,13261.0
232,1,tabu,13598.3
232,2,tabu,13717.7
232,3,tabu,13244.2
232,4,tabu,13629.9
232,5,tabu,13645.1
232,6,tabu,13534.1
232,7,tabu,15263.8
232,8,tabu,13361.8
232,9,tabu,13237.5
233,0,tabu,13849.2
233,1,tabu,13430.4
233,2,tabu,13692.4
233,3,tabu,13336.7
233,4,tabu,14242.6
233,5,tabu,14122.1
233,6,tabu,13890.8
233,7,tabu,13393.7
233,8,tabu,14268.1
233,9,tabu,13780.3
234,0,tabu,14284.9
234,1,tabu,13566.4
234,2,tabu,13182.4
234,3,tabu,14115.0
234,4,tabu,13619.2
234,5,tabu,13768.4
234,6,tabu,13727.6
234,7,tabu,22100.5
234,8,tabu,15086.5
234,9,tabu,14675.2
235,0,tabu,13504.2
235,1,tabu,15946.1
235,2,tabu,13662.7
235,3,tabu,14151.4
235,4,tabu,13916.4
235,5,tabu,14157.1
235,6,tabu,14462.3
235,7,tabu,15062.1
235,8,tabu,17944.5
235,9,tabu,13389.7
236,0,tabu,14481.3
236,1,tabu,22319.5
236,2,tabu,14153.7
236,3,tabu,15561.5
236,4,tabu,14067.5
236,5,tabu,14074.7
236,6,tabu,13852.3
236,7,tabu,14241.4
236,8,tabu,14020.5
236,9,tabu,14249.1
237,0,tabu,14414.6
237,1,tabu,14348.1
237,2,tabu,14365.3
237,3,tabu,14876.0
237,4,tabu,13667.8
237,5,tabu,14499.6
237,6,tabu,13698.8
237,7,tabu,18129.4
237,8,tabu,14357.5
237,9,tabu,13893.0
238,0,tabu,14548.7
238,1,tabu,13899.0
238,2,tabu,14451.5
238,3,tabu,14006.1
238,4,tabu,14308.1
238,5,tabu,17495.6
238,6,tabu,14369.8
238,7,tabu,14199.6
238,8,tabu,14739.4
238,9,tabu,14655.2
239,0,tabu,14997.4
239,1,tabu,14311.6
239,2,tabu,14369.7
239,3,tabu,15111.3
239,4,tabu,14322.0
239,5,tabu,14580.5
239,6,tabu,13691.5
239,7,tabu,15067.5
239,8,tabu,14828.2
239,9,tabu,14231.1
240,0,tabu,14870.6
240,1,tabu,14401.9
240,2,tabu,14980.6
240,3,tabu,14472.5
240,4,tabu,14044.5
240,5,tabu,14701.8
240,6,tabu,16478.7
240,7,tabu,14470.2
240,8,tabu,14753.9
240,9,tabu,26469.1
241,0,tabu,15145.2
241,1,tabu,17137.9
241,2,tabu,14174.0
241,3,tabu,14625.8
241,4,tabu,14828.2
241,5,tabu,14929.6
241,6,tabu,14726.7
241,7,tabu,14434.5
241,8,tabu,15109.4
241,9,tabu,17790.6
242,0,tabu,15054.8
242,1,tabu,14537.3
242,2,tabu,14608.4
242,3,tabu,14528.9
242,4,tabu,14190.8
242,5,tabu,14345.7
242,6,tabu,17565.0
242,7,tabu,15195.4
242,8,tabu,21598.1
242,9,tabu,14304.9
243,0,tabu,15316.0
243,1,tabu,15088.0
243,2,tabu,16958.4
243,3,tabu,20056.8
243,4,tabu,15303.9
243,5,tabu,14875.8
243,6,tabu,15006.7
243,7,tabu,21313.1
243,8,tabu,18496.4
243,9,tabu,16111.7
244,0,tabu,14768.0
244,1,tabu,14899.9
244,2,tabu,14681.4
244,3,tabu,18105.8
244,4,tabu,14940.0
244,5,tabu,20359.3
244,6,tabu,17008.0
244,7,tabu,16594.8
244,8,tabu,15874.1
244,9,tabu,14735.6
245,0,tabu,15436.2
245,1,tabu,15152.8
245,2,tabu,15295.0
245,3,tabu,14487.9
245,4,tabu,14799.5
245,5,tabu,16612.9
245,6,tabu,14607.3
245,7,tabu,19995.1
245,8,tabu,15254.5
245,9,tabu,15266.2
246,0,tabu,15786.2
246,1,tabu,15092.2
246,2,tabu,19876.1
246,3,tabu,15516.2
246,4,tabu,14559.1
246,5,tabu,14960.6
246,6,tabu,15389.6
246,7,tabu,15290.7
246,8,tabu,15540.8
246,9,tabu,15380.6
247,0,tabu,15332.1
247,1,tabu,15105.4
247,2,tabu,15437.6
247,3,tabu,27747.4
247,4,tabu,15791.8
247,5,tabu,16023.7
247,6,tabu,15890.3
247,7,tabu,15604.2
247,8,tabu,14909.9
247,9,tabu,14918.8
248,0,tabu,15284.3
248,1,tabu,15891.1
248,2,tabu,15414.7
248,3,tabu,15520.8
248,4,tabu,17446.9
248,5,tabu,15140.8
248,6,tabu,15110.9
248,7,tabu,15418.4
248,8,tabu,16790.3
248,9,tabu,15446.4
249,0,tabu,16013.8
249,1,tabu,15304.2
249,2,tabu,15644.0
249,3,tabu,15521.5
249,4,tabu,15794.0
249,5,tabu,15291.8
249,6,tabu,15198.9
249,7,tabu,34460.5
249,8,tabu,15178.0
249,9,tabu,15539.1
250,0,tabu,15861.6
250,1,tabu,18112.9
250,2,tabu,15974.2
250,3,tabu,15828.4
250,4,tabu,15294.6
250,5,tabu,17424.8
250,6,tabu,15905.2
250,7,tabu,18599.7
250,8,tabu,16154.7
250,9,tabu,16254.4
251,0,tabu,16027.9
251,1,tabu,30384.4
251,2,tabu,29804.6
251,3,tabu,17795.7
251,4,tabu,15500.8
251,5,tabu,16281.4
251,6,tabu,16231.8
251,7,tabu,15964.3
251,8,tabu,15665.7
251,9,tabu,16215.1
252,0,tabu,18739.8
252,1,tabu,15633.6
252,2,tabu,15452.3
252,3,tabu,16187.0
252,4,tabu,17494.1
252,5,tabu,18555.1
252,6,tabu,16116.2
252,7,tabu,15956.2
252,8,tabu,15850.6
252,9,tabu,16401.5
253,0,tabu,16108.8
253,1,tabu,15506.4
253,2,tabu,15840.5
253,3,tabu,15594.0
253,4,tabu,15516.4
253,5,tabu,20810.1
253,6,tabu,15298.6
253,7,tabu,30083.2
253,8,tabu,18640.9
253,9,tabu,15559.3
254,0,tabu,16235.1
254,1,tabu,15923.1
254,2,tabu,15935.2
254,3,tabu,16439.6
254,4,tabu,15691.2
254,5,tabu,15819.0
254,6,tabu,16992.6
254,7,tabu,16723.0
254,8,tabu,17209.6
254,9,tabu,15986.2
255,0,tabu,16237.8
255,1,tabu,15709.9
255,2,tabu,20522.9
255,3,tabu,16007.9
255,4,tabu,16189.3
255,5,tabu,16440.9
255,6,tabu,25717.1
255,7,tabu,15991.5
255,8,tabu,16383.2
255,9,tabu,16348.6
256,0,tabu,16390.1
256,1,tabu,16206.1
256,2,tabu,16924.0
256,3,tabu,16329.3
256,4,tabu,16207.2
256,5,tabu,16051.3
256,6,tabu,16292.3
256,7,tabu,16341.8
256,8,tabu,21837.1
256,9,tabu,15482.6
257,0,tabu,16579.3
257,1,tabu,16109.8
257,2,tabu,17535.8
257,3,tabu,17583.0
257,4,tabu,17324.4
257,5,tabu,16484.0
257,6,tabu,16423.2
257,7,tabu,16933.8
257,8,tabu,17440.2
257,9,tabu,21800.8
258,0,tabu,16093.3
258,1,tabu,16997.0
258,2,tabu,16723.9
258,3,tabu,17304.5
258,4,tabu,16364.6
258,5,tabu,16884.1
258,6,tabu,16615.3
258,7,tabu,17341.1
258,8,tabu,17123.0
258,9,tabu,16867.5
259,0,tabu,23449.0
259,1,tabu,16005.6
259,2,tabu,16530.7
259,3,tabu,16458.0
259,4,tabu,16620.3
259,5,tabu,17354.4
259,6,tabu,16678.9
259,7,tabu,17070.1
259,8,tabu,17377.8
259,9,tabu,16908.4
260,0,tabu,16659.5
260,1,tabu,16868.8
260,2,tabu,17274.3
260,3,tabu,31567.4
260,4,tabu,16491.5
260,5,tabu,23780.1
260,6,tabu,17131.5
260,7,tabu,16913.5
260,8,tabu,18511.0
260,9,tabu,17946.7
261,0,tabu,17037.9
261,1,tabu,17246.4
261,2,tabu,17031.0
261,3,tabu,17078.0
261,4,tabu,17738.7
261,5,tabu,17856.4
261,6,tabu,17273.1
261,7,tabu,17117.5
261,8,tabu,16770.7
261,9,tabu,17475.9
262,0,tabu,30119.1
262,1,tabu,16843.8
262,2,tabu,16981.6
262,3,tabu,16902.3
262,4,tabu,18032.0
262,5,tabu,16866.7
262,6,tabu,17489.0
262,7,tabu,17172.9
262,8,tabu,25381.6
262,9,tabu,16908.4
263,0,tabu,17570.8
263,1,tabu,17362.3
263,2,tabu,16624.6
263,3,tabu,17007.4
263,4,tabu,17629.4
263,5,tabu,17227.9
263,6,tabu,17224.1
263,7,tabu,17698.2
263,8,tabu,18540.5
263,9,tabu,17553.3
264,0,tabu,17461.3
264,1,tabu,17186.7
264,2,tabu,17255.5
264,3,tabu,18284.7
264,4,tabu,18102.5
264,5,tabu,17425.2
264,6,tabu,17471.6
264,7,tabu,17926.8
264,8,tabu,18848.4
264,9,tabu,17042.0
265,0,tabu,17495.6
265,1,tabu,17284.6
265,2,tabu,18005.7
265,3,tabu,19938.4
265,4,tabu,31354.6
265,5,tabu,18370.6
265,6,tabu,17086.7
265,7,tabu,17651.4
265,8,tabu,18395.0
265,9,tabu,17457.2
266,0,tabu,17420.3
266,1,tabu,17664.5
266,2,tabu,17844.6
266,3,tabu,18545.2
266,4,tabu,17779.5
266,5,tabu,28864.0
266,6,tabu,18242.1
266,7,tabu,17192.8
266,8,tabu,18332.2
266,9,tabu,17444.8
267,0,tabu,18835.2
267,1,tabu,18078.5
267,2,tabu,17185.1
267,3,tabu,18719.9
267,4,tabu,17583.2
267,5,tabu,19120.9
267,6,tabu,18200.4
267,7,tabu,21745.2
267,8,tabu,25798.7
267,9,tabu,18674.6
268,0,tabu,18286.3
268,1,tabu,17441.4
268,2,tabu,18195.3
268,3,tabu,17415.4
268,4,tabu,23346.6
268,5,tabu,18177.3
268,6,tabu,17381.8
268,7,tabu,17797.8
268,8,tabu,18444.3
268,9,tabu,18544.7
269,0,tabu,36477.5
269,1,tabu,18704.2
269,2,tabu,17438.3
269,3,tabu,17861.2
269,4,tabu,17657.2
269,5,tabu,18149.1
269,6,tabu,17770.6
269,7,tabu,17557.4
269,8,tabu,18300.9
269,9,tabu,19277.8
270,0,tabu,18916.0
270,1,tabu,18233.8
270,2,tabu,17701.8
270,3,tabu,19124.5
270,4,tabu,18159.8
270,5,tabu,20045.8
270,6,tabu,20722.3
270,7,tabu,17796.2
270,8,tabu,18754.8
270,9,tabu,17708.3
271,0,tabu,17955.1
271,1,tabu,32727.0
271,2,tabu,18130.0
271,3,tabu,34877.0
271,4,tabu,18914.1
271,5,tabu,19386.1
271,6,tabu,18352.7
271,7,tabu,19481.4
271,8,tabu,19121.0
271,9,tabu,18598.6
272,0,tabu,18386.8
272,1,tabu,18819.3
272,2,tabu,18435.5
272,3,tabu,20454.5
272,4,tabu,18797.7
272,5,tabu,18607.5
272,6,tabu,19456.8
272,7,tabu,18689.9
272,8,tabu,19520.6
272,9,tabu,17955.3
273,0,tabu,18850.5
273,1,tabu,18753.9
273,2,tabu,17990.8
273,3,tabu,17865.2
273,4,tabu,18694.0
273,5,tabu,19325.4
273,6,tabu,17996.8
273,7,tabu,18162.7
273,8,tabu,19625.3
273,9,tabu,18416.6
274,0,tabu,23821.1
274,1,tabu,18249.6
274,2,tabu,18742.7
274,3,tabu,19356.8
274,4,tabu,18666.0
274,5,tabu,18333.2
274,6,tabu,18805.8
274,7,tabu,19300.7
274,8,tabu,19544.3
274,9,tabu,19483.5
275,0,tabu,18853.5
275,1,tabu,18345.4
275,2,tabu,18803.9
275,3,tabu,18862.3
275,4,tabu,18204.3
275,5,tabu,19349.5
275,6,tabu,19027.4
275,7,tabu,18719.8
275,8,tabu,19258.6
275,9,tabu,21782.8
276,0,tabu,20436.3
276,1,tabu,19141.0
276,2,tabu,19275.2
276,3,tabu,19814.1
276,4,tabu,18792.4
276,5,tabu,19012.9
276,6,tabu,20189.9
276,7,tabu,19534.6
276,8,tabu,21750.2
276,9,tabu,19818.3
277,0,tabu,19026.9
277,1,tabu,19417.9
277,2,tabu,18863.9
277,3,tabu,24490.4
277,4,tabu,19144.2
